#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PS path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
1286,1588.900000,675.950000
1288,1589.050000,675.550000
1290,1589.350000,675.450000
1292,1589.500000,675.350000
1294,1590.050000,675.550000
1296,1590.400000,675.500000
1298,1590.900000,675.450000
1300,1591.600000,675.400000
1302,1591.600000,675.100000
1304,1591.850000,674.900000
1306,1592.200000,674.850000
1308,1592.450000,674.800000
1310,1592.500000,674.450000
1312,1592.600000,674.250000
1314,1592.700000,674.050000
1316,1593.100000,674.000000
1318,1593.150000,673.900000
1320,1593.250000,673.650000
1322,1593.850000,673.800000
1324,1594.000000,673.650000
1326,1594.250000,673.400000
1328,1594.100000,672.950000
1330,1594.250000,672.850000
1332,1594.350000,672.800000
1334,1595.000000,672.850000
1336,1595.400000,672.950000
1338,1595.600000,673.000000
1340,1595.650000,672.850000
1342,1595.900000,672.750000
1344,1596.100000,672.550000
1346,1595.800000,672.150000
1348,1595.850000,671.950000
1350,1595.850000,671.850000
1352,1595.900000,671.650000
1354,1596.250000,671.550000
1356,1596.700000,671.550000
1358,1596.700000,671.300000
1360,1596.950000,671.250000
1362,1597.150000,671.000000
1364,1597.450000,670.900000
1366,1597.750000,670.850000
1368,1597.850000,670.800000
1370,1598.100000,670.750000
1372,1598.100000,670.550000
1374,1598.200000,670.400000
1376,1598.050000,670.150000
1378,1598.200000,669.950000
1380,1598.000000,669.550000
1382,1598.250000,669.650000
1384,1598.750000,669.650000
1386,1598.750000,669.550000
1388,1598.750000,669.350000
1390,1599.000000,669.250000
1392,1599.050000,669.050000
1394,1599.400000,669.050000
1396,1599.250000,668.700000
1398,1599.100000,668.350000
1400,1599.050000,668.150000
1402,1599.200000,667.950000
1404,1599.600000,667.800000
1406,1599.600000,667.700000
1408,1600.050000,667.750000
1410,1600.250000,667.550000
1412,1600.200000,667.250000
1414,1600.450000,667.100000
1416,1600.650000,667.050000
1418,1600.450000,666.700000
1420,1600.700000,666.650000
1422,1600.650000,666.450000
1424,1600.650000,666.250000
1426,1600.750000,666.100000
1428,1600.950000,666.000000
1430,1601.200000,665.900000
1432,1601.500000,665.900000
1434,1601.700000,665.800000
1436,1601.550000,665.400000
1438,1601.750000,665.300000
1440,1601.800000,665.150000
1442,1602.100000,665.100000
1444,1602.500000,665.050000
1446,1602.950000,665.100000
1448,1602.950000,664.950000
1450,1602.700000,664.650000
1452,1603.200000,664.800000
1454,1603.350000,664.750000
1456,1603.550000,664.700000
1458,1603.600000,664.550000
1460,1603.900000,664.400000
1462,1604.000000,664.250000
1464,1604.100000,664.100000
1466,1604.100000,664.000000
1468,1604.000000,663.800000
1470,1604.050000,663.700000
1472,1604.100000,663.500000
1474,1604.100000,663.400000
1476,1604.150000,663.300000
1478,1604.400000,663.100000
1480,1604.750000,663.050000
1482,1605.050000,663.050000
1484,1605.400000,663.050000
1486,1605.450000,662.900000
1488,1605.650000,662.750000
1490,1605.800000,662.700000
1492,1605.850000,662.500000
1494,1606.000000,662.350000
1496,1606.050000,662.050000
1498,1606.100000,661.850000
1500,1606.000000,661.700000
1502,1606.250000,661.550000
1504,1606.400000,661.400000
1506,1606.300000,661.200000
1508,1606.450000,661.150000
1510,1606.500000,661.000000
1512,1606.600000,660.900000
1514,1606.850000,660.800000
1516,1607.000000,660.700000
1518,1607.300000,660.700000
1520,1607.150000,660.300000
1522,1607.250000,660.050000
1524,1607.300000,659.800000
1526,1607.350000,659.750000
1528,1607.550000,659.600000
1530,1607.800000,659.600000
1532,1608.000000,659.650000
1534,1607.950000,659.450000
1536,1608.000000,659.250000
1538,1608.000000,659.000000
1540,1608.050000,658.850000
1542,1608.050000,658.600000
1544,1608.000000,658.400000
1546,1608.050000,658.250000
1548,1608.100000,658.150000
1550,1608.400000,658.100000
1552,1608.400000,657.950000
1554,1608.400000,657.750000
1556,1608.350000,657.600000
1558,1608.650000,657.650000
1560,1608.650000,657.600000
1562,1608.750000,657.500000
1564,1608.950000,657.450000
1566,1609.050000,657.450000
1568,1609.200000,657.400000
1570,1609.350000,657.350000
1572,1609.200000,657.150000
1574,1609.250000,657.050000
1576,1609.400000,657.000000
1578,1609.450000,656.850000
1580,1609.600000,656.800000
1582,1609.650000,656.750000
1584,1609.450000,656.500000
1586,1609.250000,656.300000
1588,1609.500000,656.300000
1590,1609.700000,656.250000
1592,1609.800000,656.100000
1594,1609.950000,656.100000
1596,1609.850000,655.950000
1598,1610.050000,655.900000
1600,1610.100000,655.850000
1602,1610.400000,655.850000
1604,1610.550000,655.850000
1606,1610.800000,655.750000
1608,1610.700000,655.600000
1610,1610.850000,655.450000
1612,1610.950000,655.400000
1614,1611.000000,655.300000
1616,1611.000000,655.250000
