#This is a CSV file containing the average TPL, TPU, and Cost values for the UW algorithm with PH path compression.
#The data was generated for n = 1000 and delta = 2.
N,Average TPL,Average TPU
884,1498.600000,565.300000
886,1500.000000,566.200000
888,1500.450000,566.300000
890,1501.500000,566.850000
892,1502.750000,567.300000
894,1503.400000,567.450000
896,1504.350000,567.950000
898,1505.850000,568.850000
900,1507.150000,569.300000
902,1507.950000,569.750000
904,1508.750000,570.300000
906,1509.950000,570.750000
908,1510.700000,571.300000
910,1512.300000,572.450000
912,1513.650000,572.950000
914,1514.450000,573.300000
916,1515.950000,574.100000
918,1516.550000,574.300000
920,1517.050000,574.450000
922,1517.850000,575.050000
924,1518.450000,575.100000
926,1519.800000,576.000000
928,1520.500000,576.450000
930,1521.250000,576.950000
932,1521.950000,577.250000
934,1522.900000,577.650000
936,1523.250000,578.050000
938,1523.950000,578.400000
940,1525.150000,579.250000
942,1526.550000,579.950000
944,1527.600000,580.550000
946,1528.100000,580.850000
948,1528.800000,581.100000
950,1528.700000,581.100000
952,1529.250000,581.300000
954,1529.650000,581.350000
956,1531.150000,582.150000
958,1531.700000,582.350000
960,1531.450000,582.450000
962,1532.250000,582.900000
964,1533.400000,583.650000
966,1533.550000,584.000000
968,1534.800000,584.600000
970,1536.000000,585.400000
972,1537.700000,586.150000
974,1538.350000,586.500000
976,1539.250000,586.950000
978,1539.900000,587.150000
980,1541.000000,587.600000
982,1542.300000,588.150000
984,1543.500000,589.000000
986,1544.200000,589.450000
988,1545.100000,589.800000
990,1545.550000,590.000000
992,1546.150000,590.300000
994,1546.400000,590.400000
996,1546.750000,590.650000
998,1546.800000,590.750000
1000,1548.050000,591.450000
1002,1548.500000,591.500000
1004,1549.100000,591.600000
1006,1549.950000,592.000000
1008,1550.500000,592.400000
1010,1551.100000,592.600000
1012,1551.450000,592.800000
1014,1552.450000,593.200000
1016,1553.000000,593.400000
1018,1553.500000,593.500000
1020,1554.000000,593.750000
1022,1554.150000,593.750000
1024,1554.600000,594.050000
1026,1554.700000,594.050000
1028,1555.750000,594.650000
1030,1556.650000,595.100000
1032,1557.350000,595.550000
1034,1557.500000,595.750000
1036,1558.200000,596.050000
1038,1558.950000,596.400000
1040,1560.200000,596.750000
1042,1560.250000,596.900000
1044,1560.400000,597.100000
1046,1561.500000,597.500000
1048,1561.950000,597.750000
1050,1562.250000,597.900000
1052,1562.150000,597.950000
1054,1562.850000,598.150000
1056,1563.000000,598.250000
1058,1564.100000,598.850000
1060,1564.300000,598.750000
1062,1565.050000,599.100000
1064,1565.500000,599.300000
1066,1566.150000,599.600000
1068,1566.600000,599.800000
1070,1567.600000,600.500000
1072,1568.200000,600.750000
1074,1568.550000,600.800000
1076,1568.450000,600.850000
1078,1568.650000,600.750000
1080,1568.800000,600.800000
1082,1569.200000,601.150000
1084,1569.350000,601.150000
1086,1569.800000,601.300000
1088,1570.000000,601.550000
1090,1570.250000,601.750000
1092,1570.350000,601.800000
1094,1571.050000,602.150000
1096,1571.150000,602.150000
1098,1571.550000,602.400000
1100,1571.550000,602.500000
1102,1572.000000,602.750000
1104,1572.300000,602.850000
1106,1572.750000,603.150000
1108,1572.950000,603.200000
1110,1573.100000,603.400000
1112,1573.350000,603.600000
1114,1573.900000,603.750000
1116,1574.600000,604.250000
1118,1575.150000,604.500000
1120,1575.600000,604.700000
1122,1576.050000,604.850000
1124,1576.500000,605.000000
1126,1577.250000,605.300000
1128,1577.700000,605.450000
1130,1577.800000,605.500000
1132,1578.400000,605.600000
1134,1578.850000,605.650000
1136,1579.300000,606.000000
1138,1579.950000,606.250000
1140,1579.950000,606.300000
1142,1580.150000,606.400000
1144,1580.900000,606.950000
1146,1581.850000,607.500000
1148,1582.150000,607.650000
1150,1582.750000,608.150000
1152,1583.250000,608.300000
1154,1583.350000,608.450000
1156,1583.950000,608.650000
1158,1584.400000,608.850000
1160,1584.650000,609.050000
1162,1584.850000,609.050000
1164,1585.400000,609.250000
1166,1586.100000,609.650000
1168,1587.150000,610.150000
1170,1587.300000,610.300000
1172,1587.550000,610.500000
1174,1587.800000,610.600000
1176,1587.950000,610.850000
1178,1588.750000,611.350000
1180,1588.750000,611.350000
1182,1589.100000,611.500000
1184,1589.200000,611.500000
1186,1589.600000,611.750000
1188,1589.550000,611.750000
1190,1589.950000,611.950000
1192,1590.250000,612.050000
1194,1590.650000,612.300000
1196,1590.700000,612.350000
1198,1590.500000,612.300000
1200,1590.500000,612.400000
1202,1591.300000,612.900000
1204,1591.900000,613.050000
1206,1592.350000,613.150000
1208,1592.500000,613.350000
1210,1593.150000,613.600000
1212,1593.050000,613.550000
1214,1593.000000,613.600000
1216,1593.400000,613.750000
1218,1593.550000,613.750000
1220,1593.850000,613.750000
1222,1594.000000,613.700000
1224,1593.900000,613.750000
1226,1594.000000,613.850000
1228,1594.300000,613.900000
1230,1594.700000,614.050000
1232,1594.750000,613.950000
1234,1595.400000,614.350000
1236,1595.700000,614.450000
1238,1595.950000,614.400000
1240,1595.450000,614.200000
1242,1596.000000,614.500000
1244,1595.850000,614.550000
1246,1595.950000,614.550000
1248,1596.100000,614.650000
1250,1595.800000,614.700000
1252,1595.650000,614.700000
1254,1595.950000,614.800000
1256,1596.350000,615.050000
1258,1596.750000,615.100000
1260,1597.250000,615.350000
1262,1597.850000,615.750000
1264,1597.650000,615.650000
1266,1597.500000,615.700000
1268,1597.400000,615.850000
1270,1598.250000,616.300000
1272,1597.750000,616.100000
1274,1597.800000,616.100000
1276,1598.050000,616.200000
1278,1598.300000,616.350000
1280,1598.500000,616.350000
1282,1598.750000,616.350000
1284,1598.450000,616.500000
1286,1598.900000,616.550000
1288,1599.050000,616.600000
1290,1599.350000,616.650000
1292,1599.450000,616.750000
1294,1599.950000,616.950000
1296,1600.200000,617.100000
1298,1600.650000,617.150000
1300,1601.250000,617.350000
1302,1601.250000,617.400000
1304,1601.550000,617.450000
1306,1601.900000,617.550000
1308,1602.150000,617.600000
1310,1602.200000,617.700000
1312,1602.300000,617.800000
1314,1602.250000,617.750000
1316,1602.600000,617.950000
1318,1602.600000,618.000000
1320,1602.650000,618.050000
1322,1603.200000,618.250000
1324,1603.300000,618.350000
1326,1603.650000,618.350000
1328,1603.400000,618.250000
1330,1603.500000,618.300000
1332,1603.450000,618.300000
1334,1604.100000,618.550000
