# This is a CSV file containing the TPL, TPU, UF and Compression for the Union-Find data structure.
# The data was generated for n = 1000 and delta = 5 .
N,TPL,TPU,UF,Compression
885,1879,0,UR,NC
890,1880,0,UR,NC
895,1881,0,UR,NC
900,1883,0,UR,NC
905,1889,0,UR,NC
910,1899,0,UR,NC
915,1904,0,UR,NC
920,1909,0,UR,NC
925,1910,0,UR,NC
930,1912,0,UR,NC
935,1921,0,UR,NC
940,1922,0,UR,NC
945,1927,0,UR,NC
950,1934,0,UR,NC
955,1935,0,UR,NC
960,1938,0,UR,NC
965,1940,0,UR,NC
970,1943,0,UR,NC
975,1946,0,UR,NC
980,1947,0,UR,NC
985,1958,0,UR,NC
990,1960,0,UR,NC
995,1963,0,UR,NC
1000,1963,0,UR,NC
1005,1967,0,UR,NC
1010,1968,0,UR,NC
1015,1970,0,UR,NC
1020,1970,0,UR,NC
1025,1971,0,UR,NC
1030,1972,0,UR,NC
1035,1972,0,UR,NC
1040,1973,0,UR,NC
1045,1975,0,UR,NC
1050,1975,0,UR,NC
1055,1977,0,UR,NC
1060,1980,0,UR,NC
1065,1983,0,UR,NC
1070,1985,0,UR,NC
1075,1992,0,UR,NC
1080,1993,0,UR,NC
1085,1993,0,UR,NC
1090,1995,0,UR,NC
1095,1997,0,UR,NC
1100,1998,0,UR,NC
1105,2002,0,UR,NC
1110,2003,0,UR,NC
1115,2005,0,UR,NC
1120,2009,0,UR,NC
1125,2011,0,UR,NC
1130,2013,0,UR,NC
1135,2016,0,UR,NC
1140,2019,0,UR,NC
1145,2021,0,UR,NC
1150,2021,0,UR,NC
1155,2025,0,UR,NC
1160,2029,0,UR,NC
1165,2030,0,UR,NC
1170,2030,0,UR,NC
1175,2030,0,UR,NC
1180,2034,0,UR,NC
1185,2035,0,UR,NC
1190,2036,0,UR,NC
1195,2036,0,UR,NC
1200,2036,0,UR,NC
1205,2036,0,UR,NC
1210,2039,0,UR,NC
1215,2039,0,UR,NC
1220,2040,0,UR,NC
1225,2041,0,UR,NC
1230,2045,0,UR,NC
1235,2046,0,UR,NC
1240,2046,0,UR,NC
1245,2049,0,UR,NC
1250,2049,0,UR,NC
1255,2050,0,UR,NC
1260,2051,0,UR,NC
1265,2051,0,UR,NC
1270,2053,0,UR,NC
1275,2055,0,UR,NC
1280,2055,0,UR,NC
1285,2055,0,UR,NC
1290,2058,0,UR,NC
1295,2060,0,UR,NC
1300,2064,0,UR,NC
1305,2066,0,UR,NC
1310,2067,0,UR,NC
1315,2067,0,UR,NC
1320,2067,0,UR,NC
1325,2070,0,UR,NC
1330,2071,0,UR,NC
1335,2072,0,UR,NC
1340,2073,0,UR,NC
1345,2076,0,UR,NC
1350,2076,0,UR,NC
1355,2078,0,UR,NC
1360,2079,0,UR,NC
1365,2080,0,UR,NC
1370,2081,0,UR,NC
1375,2082,0,UR,NC
1380,2083,0,UR,NC
1385,2083,0,UR,NC
1390,2083,0,UR,NC
1395,2083,0,UR,NC
1400,2083,0,UR,NC
1405,2083,0,UR,NC
1410,2086,0,UR,NC
1415,2087,0,UR,NC
1420,2090,0,UR,NC
1425,2091,0,UR,NC
1430,2095,0,UR,NC
1435,2095,0,UR,NC
1440,2095,0,UR,NC
1445,2097,0,UR,NC
1450,2097,0,UR,NC
1455,2098,0,UR,NC
1460,2099,0,UR,NC
1465,2101,0,UR,NC
1470,2101,0,UR,NC
1475,2101,0,UR,NC
1480,2103,0,UR,NC
1485,2103,0,UR,NC
1490,2105,0,UR,NC
1495,2106,0,UR,NC
1500,2106,0,UR,NC
1505,2106,0,UR,NC
1510,2106,0,UR,NC
1515,2107,0,UR,NC
1520,2107,0,UR,NC
1525,2108,0,UR,NC
1530,2108,0,UR,NC
1535,2108,0,UR,NC
1540,2109,0,UR,NC
1545,2110,0,UR,NC
1550,2110,0,UR,NC
1555,2112,0,UR,NC
1560,2113,0,UR,NC
1565,2114,0,UR,NC
1570,2114,0,UR,NC
1575,2114,0,UR,NC
1580,2115,0,UR,NC
1585,2115,0,UR,NC
1590,2116,0,UR,NC
1595,2116,0,UR,NC
1600,2116,0,UR,NC
1605,2117,0,UR,NC
1610,2117,0,UR,NC
1615,2117,0,UR,NC
1620,2117,0,UR,NC
1625,2120,0,UR,NC
1630,2121,0,UR,NC
1635,2121,0,UR,NC
1640,2121,0,UR,NC
1645,2123,0,UR,NC
1650,2123,0,UR,NC
1655,2123,0,UR,NC
1660,2123,0,UR,NC
1665,2123,0,UR,NC
1670,2123,0,UR,NC
1675,2124,0,UR,NC
1680,2124,0,UR,NC
1685,2126,0,UR,NC
1690,2126,0,UR,NC
1695,2126,0,UR,NC
1700,2130,0,UR,NC
1705,2130,0,UR,NC
1710,2132,0,UR,NC
1715,2132,0,UR,NC
1720,2132,0,UR,NC
1725,2132,0,UR,NC
1730,2132,0,UR,NC
1735,2132,0,UR,NC
1740,2133,0,UR,NC
1745,2133,0,UR,NC
1750,2133,0,UR,NC
1755,2133,0,UR,NC
1760,2133,0,UR,NC
1765,2133,0,UR,NC
1770,2133,0,UR,NC
1775,2135,0,UR,NC
1780,2135,0,UR,NC
1785,2135,0,UR,NC
1790,2135,0,UR,NC
1795,2135,0,UR,NC
1800,2135,0,UR,NC
1805,2135,0,UR,NC
1810,2135,0,UR,NC
1815,2135,0,UR,NC
1820,2135,0,UR,NC
1825,2136,0,UR,NC
1830,2136,0,UR,NC
1835,2136,0,UR,NC
1840,2136,0,UR,NC
1845,2136,0,UR,NC
1850,2137,0,UR,NC
1855,2137,0,UR,NC
1860,2137,0,UR,NC
1865,2137,0,UR,NC
1870,2137,0,UR,NC
1875,2138,0,UR,NC
1880,2139,0,UR,NC
1885,2139,0,UR,NC
1890,2139,0,UR,NC
1895,2139,0,UR,NC
1900,2139,0,UR,NC
1905,2139,0,UR,NC
1910,2139,0,UR,NC
1915,2139,0,UR,NC
1920,2139,0,UR,NC
1925,2139,0,UR,NC
1930,2140,0,UR,NC
1935,2140,0,UR,NC
1940,2140,0,UR,NC
1945,2140,0,UR,NC
1950,2140,0,UR,NC
1955,2140,0,UR,NC
1960,2140,0,UR,NC
1965,2141,0,UR,NC
1970,2142,0,UR,NC
1975,2142,0,UR,NC
1980,2142,0,UR,NC
1985,2142,0,UR,NC
1990,2142,0,UR,NC
1995,2142,0,UR,NC
2000,2142,0,UR,NC
2005,2142,0,UR,NC
2010,2142,0,UR,NC
2015,2142,0,UR,NC
2020,2142,0,UR,NC
2025,2142,0,UR,NC
2030,2142,0,UR,NC
2035,2146,0,UR,NC
2040,2146,0,UR,NC
2045,2146,0,UR,NC
2050,2146,0,UR,NC
2055,2146,0,UR,NC
2060,2146,0,UR,NC
2065,2146,0,UR,NC
2070,2147,0,UR,NC
2075,2147,0,UR,NC
2080,2147,0,UR,NC
2085,2147,0,UR,NC
2090,2147,0,UR,NC
2095,2147,0,UR,NC
2100,2148,0,UR,NC
2105,2150,0,UR,NC
2110,2150,0,UR,NC
2115,2150,0,UR,NC
2120,2150,0,UR,NC
2125,2150,0,UR,NC
2130,2150,0,UR,NC
2135,2150,0,UR,NC
2140,2150,0,UR,NC
2145,2150,0,UR,NC
2150,2150,0,UR,NC
2155,2150,0,UR,NC
2160,2150,0,UR,NC
2165,2150,0,UR,NC
2170,2150,0,UR,NC
2175,2150,0,UR,NC
2180,2151,0,UR,NC
2185,2151,0,UR,NC
2190,2151,0,UR,NC
2195,2151,0,UR,NC
2200,2151,0,UR,NC
2205,2151,0,UR,NC
2210,2152,0,UR,NC
2215,2152,0,UR,NC
2220,2152,0,UR,NC
2225,2152,0,UR,NC
2230,2152,0,UR,NC
2235,2152,0,UR,NC
2240,2152,0,UR,NC
2245,2152,0,UR,NC
2250,2152,0,UR,NC
2255,2152,0,UR,NC
2260,2152,0,UR,NC
2265,2152,0,UR,NC
2270,2152,0,UR,NC
2275,2152,0,UR,NC
2280,2152,0,UR,NC
2285,2152,0,UR,NC
2290,2152,0,UR,NC
2295,2152,0,UR,NC
2300,2152,0,UR,NC
2305,2152,0,UR,NC
2310,2152,0,UR,NC
2315,2152,0,UR,NC
2320,2152,0,UR,NC
2325,2152,0,UR,NC
2330,2152,0,UR,NC
2335,2152,0,UR,NC
2340,2152,0,UR,NC
2345,2152,0,UR,NC
2350,2152,0,UR,NC
2355,2152,0,UR,NC
2360,2152,0,UR,NC
2365,2152,0,UR,NC
2370,2152,0,UR,NC
2375,2152,0,UR,NC
2380,2152,0,UR,NC
2385,2152,0,UR,NC
2390,2152,0,UR,NC
2395,2152,0,UR,NC
2400,2152,0,UR,NC
2405,2152,0,UR,NC
2410,2152,0,UR,NC
2415,2152,0,UR,NC
2420,2152,0,UR,NC
2425,2152,0,UR,NC
2430,2152,0,UR,NC
2435,2152,0,UR,NC
2440,2152,0,UR,NC
2445,2152,0,UR,NC
2450,2153,0,UR,NC
2455,2153,0,UR,NC
2460,2154,0,UR,NC
2465,2154,0,UR,NC
2470,2154,0,UR,NC
2475,2154,0,UR,NC
2480,2154,0,UR,NC
2485,2154,0,UR,NC
2490,2154,0,UR,NC
2495,2154,0,UR,NC
2500,2154,0,UR,NC
2505,2154,0,UR,NC
2510,2154,0,UR,NC
2515,2154,0,UR,NC
2520,2154,0,UR,NC
2525,2154,0,UR,NC
2530,2154,0,UR,NC
2535,2154,0,UR,NC
2540,2154,0,UR,NC
2545,2154,0,UR,NC
2550,2154,0,UR,NC
2555,2154,0,UR,NC
2560,2154,0,UR,NC
2565,2154,0,UR,NC
2570,2154,0,UR,NC
2575,2154,0,UR,NC
2580,2154,0,UR,NC
2585,2154,0,UR,NC
2590,2154,0,UR,NC
2595,2154,0,UR,NC
2600,2154,0,UR,NC
2605,2154,0,UR,NC
2610,2154,0,UR,NC
2615,2154,0,UR,NC
2620,2155,0,UR,NC
2625,2155,0,UR,NC
2630,2155,0,UR,NC
2635,2155,0,UR,NC
2640,2155,0,UR,NC
2645,2155,0,UR,NC
2650,2156,0,UR,NC
2655,2156,0,UR,NC
2660,2156,0,UR,NC
2665,2156,0,UR,NC
2670,2156,0,UR,NC
2675,2156,0,UR,NC
2680,2156,0,UR,NC
2685,2156,0,UR,NC
2690,2156,0,UR,NC
2695,2156,0,UR,NC
2700,2156,0,UR,NC
2705,2156,0,UR,NC
2710,2156,0,UR,NC
2715,2156,0,UR,NC
2720,2156,0,UR,NC
2725,2156,0,UR,NC
2730,2156,0,UR,NC
2735,2156,0,UR,NC
2740,2156,0,UR,NC
2745,2156,0,UR,NC
2750,2156,0,UR,NC
2755,2156,0,UR,NC
2760,2156,0,UR,NC
2765,2156,0,UR,NC
2770,2156,0,UR,NC
2775,2156,0,UR,NC
2780,2156,0,UR,NC
2785,2156,0,UR,NC
2790,2156,0,UR,NC
2795,2156,0,UR,NC
2800,2156,0,UR,NC
2805,2156,0,UR,NC
2810,2156,0,UR,NC
2815,2156,0,UR,NC
2820,2156,0,UR,NC
2825,2156,0,UR,NC
2830,2156,0,UR,NC
2835,2156,0,UR,NC
2840,2156,0,UR,NC
2845,2156,0,UR,NC
2850,2156,0,UR,NC
2855,2156,0,UR,NC
2860,2156,0,UR,NC
2865,2156,0,UR,NC
2870,2156,0,UR,NC
2875,2156,0,UR,NC
2880,2156,0,UR,NC
2885,2156,0,UR,NC
2890,2156,0,UR,NC
2895,2156,0,UR,NC
2900,2156,0,UR,NC
2905,2156,0,UR,NC
2910,2156,0,UR,NC
2915,2156,0,UR,NC
2920,2156,0,UR,NC
2925,2156,0,UR,NC
2930,2156,0,UR,NC
2935,2156,0,UR,NC
2940,2156,0,UR,NC
2945,2156,0,UR,NC
2950,2156,0,UR,NC
2955,2156,0,UR,NC
2960,2156,0,UR,NC
2965,2156,0,UR,NC
2970,2156,0,UR,NC
2975,2156,0,UR,NC
2980,2156,0,UR,NC
2985,2156,0,UR,NC
2990,2156,0,UR,NC
2995,2156,0,UR,NC
3000,2156,0,UR,NC
3005,2156,0,UR,NC
3010,2156,0,UR,NC
3015,2156,0,UR,NC
3020,2156,0,UR,NC
3025,2156,0,UR,NC
3030,2156,0,UR,NC
3035,2156,0,UR,NC
3040,2156,0,UR,NC
3045,2156,0,UR,NC
3050,2156,0,UR,NC
3055,2156,0,UR,NC
3060,2156,0,UR,NC
3065,2156,0,UR,NC
3070,2156,0,UR,NC
3075,2156,0,UR,NC
3080,2156,0,UR,NC
3085,2156,0,UR,NC
3090,2156,0,UR,NC
3095,2156,0,UR,NC
3100,2156,0,UR,NC
3105,2156,0,UR,NC
3110,2156,0,UR,NC
3115,2156,0,UR,NC
3120,2156,0,UR,NC
3125,2156,0,UR,NC
3130,2156,0,UR,NC
3135,2156,0,UR,NC
3140,2156,0,UR,NC
3145,2156,0,UR,NC
3150,2156,0,UR,NC
3155,2156,0,UR,NC
3160,2156,0,UR,NC
3165,2156,0,UR,NC
3170,2156,0,UR,NC
3175,2156,0,UR,NC
3180,2156,0,UR,NC
3185,2156,0,UR,NC
3190,2157,0,UR,NC
3195,2157,0,UR,NC
3200,2157,0,UR,NC
3205,2157,0,UR,NC
3210,2157,0,UR,NC
3215,2157,0,UR,NC
3220,2157,0,UR,NC
3225,2157,0,UR,NC
3230,2157,0,UR,NC
5,5,0,UR,NC
10,10,0,UR,NC
15,15,0,UR,NC
20,20,0,UR,NC
25,25,0,UR,NC
30,30,0,UR,NC
35,35,0,UR,NC
40,40,0,UR,NC
45,45,0,UR,NC
50,50,0,UR,NC
55,55,0,UR,NC
60,60,0,UR,NC
65,65,0,UR,NC
70,70,0,UR,NC
75,75,0,UR,NC
80,80,0,UR,NC
85,85,0,UR,NC
90,90,0,UR,NC
95,95,0,UR,NC
100,100,0,UR,NC
105,105,0,UR,NC
110,110,0,UR,NC
115,115,0,UR,NC
120,121,0,UR,NC
125,127,0,UR,NC
130,134,0,UR,NC
135,139,0,UR,NC
140,145,0,UR,NC
145,150,0,UR,NC
150,155,0,UR,NC
155,161,0,UR,NC
160,167,0,UR,NC
165,172,0,UR,NC
170,177,0,UR,NC
175,182,0,UR,NC
180,187,0,UR,NC
185,192,0,UR,NC
190,198,0,UR,NC
195,203,0,UR,NC
200,211,0,UR,NC
205,217,0,UR,NC
210,224,0,UR,NC
215,231,0,UR,NC
220,239,0,UR,NC
225,244,0,UR,NC
230,249,0,UR,NC
235,256,0,UR,NC
240,262,0,UR,NC
245,267,0,UR,NC
250,272,0,UR,NC
255,277,0,UR,NC
260,282,0,UR,NC
265,287,0,UR,NC
270,293,0,UR,NC
275,298,0,UR,NC
280,303,0,UR,NC
285,310,0,UR,NC
290,316,0,UR,NC
295,322,0,UR,NC
300,327,0,UR,NC
305,332,0,UR,NC
310,340,0,UR,NC
315,347,0,UR,NC
320,352,0,UR,NC
325,358,0,UR,NC
330,363,0,UR,NC
335,371,0,UR,NC
340,376,0,UR,NC
345,383,0,UR,NC
350,393,0,UR,NC
355,406,0,UR,NC
360,411,0,UR,NC
365,416,0,UR,NC
370,424,0,UR,NC
375,435,0,UR,NC
380,440,0,UR,NC
385,445,0,UR,NC
390,451,0,UR,NC
395,456,0,UR,NC
400,463,0,UR,NC
405,469,0,UR,NC
410,479,0,UR,NC
415,487,0,UR,NC
420,496,0,UR,NC
425,512,0,UR,NC
430,538,0,UR,NC
435,547,0,UR,NC
440,556,0,UR,NC
445,564,0,UR,NC
450,573,0,UR,NC
455,582,0,UR,NC
460,589,0,UR,NC
465,601,0,UR,NC
470,612,0,UR,NC
475,617,0,UR,NC
480,624,0,UR,NC
485,629,0,UR,NC
490,637,0,UR,NC
495,644,0,UR,NC
500,661,0,UR,NC
505,677,0,UR,NC
510,688,0,UR,NC
515,701,0,UR,NC
520,725,0,UR,NC
525,732,0,UR,NC
530,739,0,UR,NC
535,752,0,UR,NC
540,757,0,UR,NC
545,765,0,UR,NC
550,776,0,UR,NC
555,783,0,UR,NC
560,811,0,UR,NC
565,843,0,UR,NC
570,1000,0,UR,NC
575,1049,0,UR,NC
580,1055,0,UR,NC
585,1068,0,UR,NC
590,1080,0,UR,NC
595,1086,0,UR,NC
600,1102,0,UR,NC
605,1108,0,UR,NC
610,1119,0,UR,NC
615,1125,0,UR,NC
620,1145,0,UR,NC
625,1241,0,UR,NC
630,1255,0,UR,NC
635,1266,0,UR,NC
640,1275,0,UR,NC
645,1286,0,UR,NC
650,1292,0,UR,NC
655,1298,0,UR,NC
660,1320,0,UR,NC
665,1328,0,UR,NC
670,1340,0,UR,NC
675,1346,0,UR,NC
680,1355,0,UR,NC
685,1361,0,UR,NC
690,1400,0,UR,NC
695,1419,0,UR,NC
700,1432,0,UR,NC
705,1438,0,UR,NC
710,1472,0,UR,NC
715,1481,0,UR,NC
720,1491,0,UR,NC
725,1498,0,UR,NC
730,1514,0,UR,NC
735,1515,0,UR,NC
740,1546,0,UR,NC
745,1549,0,UR,NC
750,1596,0,UR,NC
755,1604,0,UR,NC
760,1618,0,UR,NC
765,1622,0,UR,NC
770,1629,0,UR,NC
775,1634,0,UR,NC
780,1637,0,UR,NC
785,1640,0,UR,NC
790,1652,0,UR,NC
795,1655,0,UR,NC
800,1662,0,UR,NC
805,1665,0,UR,NC
810,1666,0,UR,NC
815,1669,0,UR,NC
820,1677,0,UR,NC
825,1682,0,UR,NC
830,1686,0,UR,NC
835,1689,0,UR,NC
840,1691,0,UR,NC
845,1693,0,UR,NC
850,1696,0,UR,NC
855,1696,0,UR,NC
860,1698,0,UR,NC
865,1703,0,UR,NC
870,1707,0,UR,NC
875,1710,0,UR,NC
880,1714,0,UR,NC
885,1719,0,UR,NC
890,1723,0,UR,NC
895,1729,0,UR,NC
900,1733,0,UR,NC
905,1742,0,UR,NC
910,1745,0,UR,NC
915,1748,0,UR,NC
920,1750,0,UR,NC
925,1753,0,UR,NC
930,1758,0,UR,NC
935,1760,0,UR,NC
940,1767,0,UR,NC
945,1769,0,UR,NC
950,1773,0,UR,NC
955,1777,0,UR,NC
960,1785,0,UR,NC
965,1785,0,UR,NC
970,1787,0,UR,NC
975,1793,0,UR,NC
980,1796,0,UR,NC
985,1797,0,UR,NC
990,1799,0,UR,NC
995,1801,0,UR,NC
1000,1805,0,UR,NC
1005,1806,0,UR,NC
1010,1811,0,UR,NC
1015,1813,0,UR,NC
1020,1819,0,UR,NC
1025,1820,0,UR,NC
1030,1826,0,UR,NC
1035,1827,0,UR,NC
1040,1828,0,UR,NC
1045,1832,0,UR,NC
1050,1835,0,UR,NC
1055,1838,0,UR,NC
1060,1840,0,UR,NC
1065,1845,0,UR,NC
1070,1846,0,UR,NC
1075,1850,0,UR,NC
1080,1852,0,UR,NC
1085,1855,0,UR,NC
1090,1860,0,UR,NC
1095,1861,0,UR,NC
1100,1868,0,UR,NC
1105,1869,0,UR,NC
1110,1871,0,UR,NC
1115,1872,0,UR,NC
1120,1872,0,UR,NC
1125,1882,0,UR,NC
1130,1883,0,UR,NC
1135,1885,0,UR,NC
1140,1886,0,UR,NC
1145,1889,0,UR,NC
1150,1898,0,UR,NC
1155,1899,0,UR,NC
1160,1899,0,UR,NC
1165,1899,0,UR,NC
1170,1900,0,UR,NC
1175,1901,0,UR,NC
1180,1901,0,UR,NC
1185,1905,0,UR,NC
1190,1906,0,UR,NC
1195,1908,0,UR,NC
1200,1909,0,UR,NC
1205,1909,0,UR,NC
1210,1912,0,UR,NC
1215,1912,0,UR,NC
1220,1912,0,UR,NC
1225,1914,0,UR,NC
1230,1914,0,UR,NC
1235,1914,0,UR,NC
1240,1916,0,UR,NC
1245,1918,0,UR,NC
1250,1919,0,UR,NC
1255,1920,0,UR,NC
1260,1921,0,UR,NC
1265,1923,0,UR,NC
1270,1925,0,UR,NC
1275,1925,0,UR,NC
1280,1927,0,UR,NC
1285,1927,0,UR,NC
1290,1927,0,UR,NC
1295,1927,0,UR,NC
1300,1929,0,UR,NC
1305,1931,0,UR,NC
1310,1932,0,UR,NC
1315,1932,0,UR,NC
1320,1934,0,UR,NC
1325,1934,0,UR,NC
1330,1934,0,UR,NC
1335,1935,0,UR,NC
1340,1936,0,UR,NC
1345,1937,0,UR,NC
1350,1937,0,UR,NC
1355,1940,0,UR,NC
1360,1940,0,UR,NC
1365,1941,0,UR,NC
1370,1941,0,UR,NC
1375,1942,0,UR,NC
1380,1943,0,UR,NC
1385,1944,0,UR,NC
1390,1946,0,UR,NC
1395,1946,0,UR,NC
1400,1946,0,UR,NC
1405,1946,0,UR,NC
1410,1947,0,UR,NC
1415,1947,0,UR,NC
1420,1948,0,UR,NC
1425,1948,0,UR,NC
1430,1948,0,UR,NC
1435,1952,0,UR,NC
1440,1952,0,UR,NC
1445,1952,0,UR,NC
1450,1952,0,UR,NC
1455,1953,0,UR,NC
1460,1954,0,UR,NC
1465,1954,0,UR,NC
1470,1955,0,UR,NC
1475,1955,0,UR,NC
1480,1955,0,UR,NC
1485,1955,0,UR,NC
1490,1955,0,UR,NC
1495,1956,0,UR,NC
1500,1956,0,UR,NC
1505,1956,0,UR,NC
1510,1956,0,UR,NC
1515,1956,0,UR,NC
1520,1956,0,UR,NC
1525,1956,0,UR,NC
1530,1956,0,UR,NC
1535,1957,0,UR,NC
1540,1957,0,UR,NC
1545,1958,0,UR,NC
1550,1959,0,UR,NC
1555,1959,0,UR,NC
1560,1961,0,UR,NC
1565,1961,0,UR,NC
1570,1961,0,UR,NC
1575,1963,0,UR,NC
1580,1964,0,UR,NC
1585,1964,0,UR,NC
1590,1964,0,UR,NC
1595,1965,0,UR,NC
1600,1966,0,UR,NC
1605,1969,0,UR,NC
1610,1969,0,UR,NC
1615,1970,0,UR,NC
1620,1970,0,UR,NC
1625,1970,0,UR,NC
1630,1970,0,UR,NC
1635,1970,0,UR,NC
1640,1971,0,UR,NC
1645,1971,0,UR,NC
1650,1972,0,UR,NC
1655,1972,0,UR,NC
1660,1972,0,UR,NC
1665,1972,0,UR,NC
1670,1973,0,UR,NC
1675,1974,0,UR,NC
1680,1974,0,UR,NC
1685,1974,0,UR,NC
1690,1974,0,UR,NC
1695,1974,0,UR,NC
1700,1974,0,UR,NC
1705,1975,0,UR,NC
1710,1975,0,UR,NC
1715,1975,0,UR,NC
1720,1976,0,UR,NC
1725,1977,0,UR,NC
1730,1977,0,UR,NC
1735,1978,0,UR,NC
1740,1979,0,UR,NC
1745,1979,0,UR,NC
1750,1980,0,UR,NC
1755,1980,0,UR,NC
1760,1980,0,UR,NC
1765,1981,0,UR,NC
1770,1981,0,UR,NC
1775,1982,0,UR,NC
1780,1983,0,UR,NC
1785,1983,0,UR,NC
1790,1984,0,UR,NC
1795,1984,0,UR,NC
1800,1984,0,UR,NC
1805,1984,0,UR,NC
1810,1984,0,UR,NC
1815,1984,0,UR,NC
1820,1984,0,UR,NC
1825,1984,0,UR,NC
1830,1987,0,UR,NC
1835,1987,0,UR,NC
1840,1988,0,UR,NC
1845,1988,0,UR,NC
1850,1988,0,UR,NC
1855,1988,0,UR,NC
1860,1990,0,UR,NC
1865,1990,0,UR,NC
1870,1991,0,UR,NC
1875,1991,0,UR,NC
1880,1991,0,UR,NC
1885,1991,0,UR,NC
1890,1991,0,UR,NC
1895,1991,0,UR,NC
1900,1993,0,UR,NC
1905,1993,0,UR,NC
1910,1993,0,UR,NC
1915,1993,0,UR,NC
1920,1993,0,UR,NC
1925,1993,0,UR,NC
1930,1993,0,UR,NC
1935,1993,0,UR,NC
1940,1993,0,UR,NC
1945,1993,0,UR,NC
1950,1993,0,UR,NC
1955,1993,0,UR,NC
1960,1993,0,UR,NC
1965,1994,0,UR,NC
1970,1997,0,UR,NC
1975,1997,0,UR,NC
1980,1998,0,UR,NC
1985,1998,0,UR,NC
1990,1999,0,UR,NC
1995,1999,0,UR,NC
2000,1999,0,UR,NC
2005,1999,0,UR,NC
2010,2000,0,UR,NC
2015,2000,0,UR,NC
2020,2000,0,UR,NC
2025,2000,0,UR,NC
2030,2000,0,UR,NC
2035,2000,0,UR,NC
2040,2000,0,UR,NC
2045,2001,0,UR,NC
2050,2001,0,UR,NC
2055,2001,0,UR,NC
2060,2001,0,UR,NC
2065,2001,0,UR,NC
2070,2001,0,UR,NC
2075,2001,0,UR,NC
2080,2001,0,UR,NC
2085,2001,0,UR,NC
2090,2001,0,UR,NC
2095,2002,0,UR,NC
2100,2002,0,UR,NC
2105,2002,0,UR,NC
2110,2002,0,UR,NC
2115,2002,0,UR,NC
2120,2002,0,UR,NC
2125,2002,0,UR,NC
2130,2002,0,UR,NC
2135,2003,0,UR,NC
2140,2003,0,UR,NC
2145,2003,0,UR,NC
2150,2003,0,UR,NC
2155,2003,0,UR,NC
2160,2003,0,UR,NC
2165,2003,0,UR,NC
2170,2004,0,UR,NC
2175,2004,0,UR,NC
2180,2004,0,UR,NC
2185,2004,0,UR,NC
2190,2004,0,UR,NC
2195,2005,0,UR,NC
2200,2005,0,UR,NC
2205,2005,0,UR,NC
2210,2005,0,UR,NC
2215,2005,0,UR,NC
2220,2005,0,UR,NC
2225,2005,0,UR,NC
2230,2005,0,UR,NC
2235,2005,0,UR,NC
2240,2005,0,UR,NC
2245,2006,0,UR,NC
2250,2006,0,UR,NC
2255,2006,0,UR,NC
2260,2007,0,UR,NC
2265,2007,0,UR,NC
2270,2007,0,UR,NC
2275,2008,0,UR,NC
2280,2008,0,UR,NC
2285,2008,0,UR,NC
2290,2008,0,UR,NC
2295,2008,0,UR,NC
2300,2008,0,UR,NC
2305,2008,0,UR,NC
2310,2009,0,UR,NC
2315,2010,0,UR,NC
2320,2010,0,UR,NC
2325,2010,0,UR,NC
2330,2010,0,UR,NC
2335,2010,0,UR,NC
2340,2010,0,UR,NC
2345,2010,0,UR,NC
2350,2010,0,UR,NC
2355,2010,0,UR,NC
2360,2010,0,UR,NC
2365,2011,0,UR,NC
2370,2011,0,UR,NC
2375,2012,0,UR,NC
2380,2012,0,UR,NC
2385,2012,0,UR,NC
2390,2012,0,UR,NC
2395,2012,0,UR,NC
2400,2012,0,UR,NC
2405,2012,0,UR,NC
2410,2012,0,UR,NC
2415,2012,0,UR,NC
2420,2012,0,UR,NC
2425,2012,0,UR,NC
2430,2012,0,UR,NC
2435,2012,0,UR,NC
2440,2012,0,UR,NC
2445,2012,0,UR,NC
2450,2012,0,UR,NC
2455,2012,0,UR,NC
2460,2012,0,UR,NC
2465,2012,0,UR,NC
2470,2012,0,UR,NC
2475,2012,0,UR,NC
2480,2012,0,UR,NC
2485,2012,0,UR,NC
2490,2012,0,UR,NC
2495,2013,0,UR,NC
2500,2013,0,UR,NC
2505,2013,0,UR,NC
2510,2013,0,UR,NC
2515,2013,0,UR,NC
2520,2013,0,UR,NC
2525,2013,0,UR,NC
2530,2014,0,UR,NC
2535,2014,0,UR,NC
2540,2014,0,UR,NC
2545,2014,0,UR,NC
2550,2014,0,UR,NC
2555,2014,0,UR,NC
2560,2015,0,UR,NC
2565,2015,0,UR,NC
2570,2015,0,UR,NC
2575,2015,0,UR,NC
2580,2015,0,UR,NC
2585,2015,0,UR,NC
2590,2015,0,UR,NC
2595,2015,0,UR,NC
2600,2015,0,UR,NC
2605,2015,0,UR,NC
2610,2015,0,UR,NC
2615,2015,0,UR,NC
2620,2015,0,UR,NC
2625,2015,0,UR,NC
2630,2015,0,UR,NC
2635,2015,0,UR,NC
2640,2015,0,UR,NC
2645,2015,0,UR,NC
2650,2015,0,UR,NC
2655,2015,0,UR,NC
2660,2015,0,UR,NC
2665,2015,0,UR,NC
2670,2015,0,UR,NC
2675,2015,0,UR,NC
2680,2015,0,UR,NC
2685,2015,0,UR,NC
2690,2015,0,UR,NC
2695,2015,0,UR,NC
2700,2015,0,UR,NC
2705,2015,0,UR,NC
2710,2015,0,UR,NC
2715,2015,0,UR,NC
2720,2015,0,UR,NC
2725,2015,0,UR,NC
2730,2015,0,UR,NC
2735,2015,0,UR,NC
2740,2015,0,UR,NC
